0.21401,d7,VehicleSpeed,0,km/h
0.21403,d7,VehicleSpeed,0,km/h
0.21603,101,CylinderPressure,0,Mpa
0.21604,101,CylinderPressure,0,Mpa
0.23403,d7,VehicleSpeed,0,km/h
0.23404,d7,VehicleSpeed,0,km/h
0.23602,101,CylinderPressure,0,Mpa
0.23601,101,CylinderPressure,0,Mpa
0.25401,d7,VehicleSpeed,0,km/h
0.25419,d7,VehicleSpeed,0,km/h
0.25602,101,CylinderPressure,0,Mpa
0.256,101,CylinderPressure,0,Mpa
0.27404,d7,VehicleSpeed,0,km/h
0.27403,d7,VehicleSpeed,0,km/h
0.27605,101,CylinderPressure,0,Mpa
0.27604,101,CylinderPressure,0,Mpa
0.29405,d7,VehicleSpeed,0,km/h
0.29404,d7,VehicleSpeed,0,km/h
0.29601,101,CylinderPressure,0,Mpa
0.2962,101,CylinderPressure,0,Mpa
0.31403,d7,VehicleSpeed,0,km/h
0.31421,d7,VehicleSpeed,0,km/h
0.31602,101,CylinderPressure,0,Mpa
0.316,101,CylinderPressure,0,Mpa
0.33413,d7,VehicleSpeed,0,km/h
0.334,d7,VehicleSpeed,0,km/h
0.33603,101,CylinderPressure,0,Mpa
0.33601,101,CylinderPressure,0,Mpa
0.35403,d7,VehicleSpeed,0,km/h
0.35401,d7,VehicleSpeed,0,km/h
0.35601,101,CylinderPressure,0,Mpa
0.35599,101,CylinderPressure,0,Mpa
0.37404,d7,VehicleSpeed,0,km/h
0.3742,d7,VehicleSpeed,0,km/h
0.37601,101,CylinderPressure,0,Mpa
0.37599,101,CylinderPressure,0,Mpa
0.39403,d7,VehicleSpeed,0,km/h
0.39401,d7,VehicleSpeed,0,km/h
0.39603,101,CylinderPressure,0,Mpa
0.3963,101,CylinderPressure,0,Mpa
0.41442,d7,VehicleSpeed,0,km/h
0.41451,d7,VehicleSpeed,0,km/h
0.41603,101,CylinderPressure,0,Mpa
0.41601,101,CylinderPressure,0,Mpa
0.434,d7,VehicleSpeed,0,km/h
0.4342,d7,VehicleSpeed,0,km/h
0.43599,101,CylinderPressure,0,Mpa
0.43625,101,CylinderPressure,0,Mpa
0.45399,d7,VehicleSpeed,0,km/h
0.454,d7,VehicleSpeed,0,km/h
0.45601,101,CylinderPressure,0,Mpa
0.45602,101,CylinderPressure,0,Mpa
0.47399,d7,VehicleSpeed,0,km/h
0.47397,d7,VehicleSpeed,0,km/h
0.47601,101,CylinderPressure,0,Mpa
0.476,101,CylinderPressure,0,Mpa
0.49425,d7,VehicleSpeed,0,km/h
0.49419,d7,VehicleSpeed,0,km/h
0.49598,101,CylinderPressure,0,Mpa
0.49599,101,CylinderPressure,0,Mpa
0.514,d7,VehicleSpeed,0,km/h
0.513989,d7,VehicleSpeed,0,km/h
0.51598,101,CylinderPressure,0,Mpa
0.516,101,CylinderPressure,0,Mpa
0.533989,d7,VehicleSpeed,0,km/h
0.53401,d7,VehicleSpeed,0,km/h
0.535969,101,CylinderPressure,0,Mpa
0.535989,101,CylinderPressure,0,Mpa
0.55398,d7,VehicleSpeed,0,km/h
0.55423,d7,VehicleSpeed,0,km/h
0.55597,101,CylinderPressure,0,Mpa
0.55646,101,CylinderPressure,0,Mpa
0.57426,d7,VehicleSpeed,0,km/h
0.5745,d7,VehicleSpeed,0,km/h
0.57607,101,CylinderPressure,0,Mpa
0.57599,101,CylinderPressure,0,Mpa
0.59401,d7,VehicleSpeed,0,km/h
0.59399,d7,VehicleSpeed,0,km/h
0.59597,101,CylinderPressure,0,Mpa
0.59624,101,CylinderPressure,0,Mpa
0.61401,d7,VehicleSpeed,0,km/h
0.6142,d7,VehicleSpeed,0,km/h
0.61595,101,CylinderPressure,0,Mpa
0.61597,101,CylinderPressure,0,Mpa
0.63395,d7,VehicleSpeed,0,km/h
0.63397,d7,VehicleSpeed,0,km/h
0.63597,101,CylinderPressure,0,Mpa
0.63598,101,CylinderPressure,0,Mpa
0.65398,d7,VehicleSpeed,0,km/h
0.65396,d7,VehicleSpeed,0,km/h
0.65595,101,CylinderPressure,0,Mpa
0.65596,101,CylinderPressure,0,Mpa
0.67405,d7,VehicleSpeed,0,km/h
0.67394,d7,VehicleSpeed,0,km/h
0.67598,101,CylinderPressure,0,Mpa
0.67596,101,CylinderPressure,0,Mpa
0.69396,d7,VehicleSpeed,0,km/h
0.69395,d7,VehicleSpeed,0,km/h
0.69598,101,CylinderPressure,0,Mpa
0.69597,101,CylinderPressure,0,Mpa
0.71393,d7,VehicleSpeed,0,km/h
0.71395,d7,VehicleSpeed,0,km/h
0.71595,101,CylinderPressure,0,Mpa
0.71621,101,CylinderPressure,0,Mpa
0.73447,d7,VehicleSpeed,0,km/h
0.73424,d7,VehicleSpeed,0,km/h
0.73595,101,CylinderPressure,0,Mpa
0.73596,101,CylinderPressure,0,Mpa
0.75394,d7,VehicleSpeed,0,km/h
0.75396,d7,VehicleSpeed,0,km/h
0.75596,101,CylinderPressure,0,Mpa
0.75663,101,CylinderPressure,0,Mpa
0.77395,d7,VehicleSpeed,0,km/h
0.77397,d7,VehicleSpeed,0,km/h
0.77594,101,CylinderPressure,0,Mpa
0.77592,101,CylinderPressure,0,Mpa
0.79396,d7,VehicleSpeed,0,km/h
0.7942,d7,VehicleSpeed,0,km/h
0.79593,101,CylinderPressure,0,Mpa
0.79595,101,CylinderPressure,0,Mpa
0.81395,d7,VehicleSpeed,0,km/h
0.81397,d7,VehicleSpeed,0,km/h
0.81598,101,CylinderPressure,0,Mpa
0.81596,101,CylinderPressure,0,Mpa
0.83392,d7,VehicleSpeed,0,km/h
0.8341,d7,VehicleSpeed,0,km/h
0.83591,101,CylinderPressure,0,Mpa
0.83593,101,CylinderPressure,0,Mpa
0.85396,d7,VehicleSpeed,0,km/h
0.85394,d7,VehicleSpeed,0,km/h
0.85595,101,CylinderPressure,0,Mpa
0.85597,101,CylinderPressure,0,Mpa
0.87403,d7,VehicleSpeed,0,km/h
0.87391,d7,VehicleSpeed,0,km/h
0.87595,101,CylinderPressure,0,Mpa
0.87631,101,CylinderPressure,0,Mpa
0.89423,d7,VehicleSpeed,0,km/h
0.89469,d7,VehicleSpeed,0,km/h
0.89591,101,CylinderPressure,0,Mpa
0.89592,101,CylinderPressure,0,Mpa
0.91397,d7,VehicleSpeed,0,km/h
0.9139,d7,VehicleSpeed,0,km/h
0.91592,101,CylinderPressure,0,Mpa
0.91618,101,CylinderPressure,0,Mpa
0.93396,d7,VehicleSpeed,0,km/h
0.93394,d7,VehicleSpeed,0,km/h
0.93594,101,CylinderPressure,0,Mpa
0.93593,101,CylinderPressure,0,Mpa
0.95394,d7,VehicleSpeed,0,km/h
0.95395,d7,VehicleSpeed,0,km/h
0.95589,101,CylinderPressure,0,Mpa
0.95591,101,CylinderPressure,0,Mpa
0.97393,d7,VehicleSpeed,0,km/h
0.97391,d7,VehicleSpeed,0,km/h
0.97591,101,CylinderPressure,0,Mpa
0.97589,101,CylinderPressure,0,Mpa
0.994,d7,VehicleSpeed,0,km/h
0.99393,d7,VehicleSpeed,0,km/h
0.99588,101,CylinderPressure,0,Mpa
0.9959,101,CylinderPressure,0,Mpa
1.013919,d7,VehicleSpeed,0,km/h
1.01393,d7,VehicleSpeed,0,km/h
1.01591,101,CylinderPressure,0,Mpa
1.01589,101,CylinderPressure,0,Mpa
1.03393,d7,VehicleSpeed,0,km/h
1.03418,d7,VehicleSpeed,0,km/h
1.03591,101,CylinderPressure,0,Mpa
1.03618,101,CylinderPressure,0,Mpa
1.054179,d7,VehicleSpeed,0,km/h
1.05465,d7,VehicleSpeed,0,km/h
1.055909,101,CylinderPressure,0,Mpa
1.05592,101,CylinderPressure,0,Mpa
1.0739,d7,VehicleSpeed,0,km/h
1.07389,d7,VehicleSpeed,0,km/h
1.07588,101,CylinderPressure,0,Mpa
1.07614,101,CylinderPressure,0,Mpa
1.0939,d7,VehicleSpeed,0,km/h
1.09393,d7,VehicleSpeed,0,km/h
1.09588,101,CylinderPressure,0,Mpa
1.0959,101,CylinderPressure,0,Mpa
